Uniform Crime Reporting Statistics - UCR Data Online
http://www.ucrdatatool.gov/

Crime in 2012

Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
Ashland Police Dept,KY,12,      21707,          56,           0,           4,          30,          22,       1298,         274,         992,          32,         258.0,            .0,          18.4,         138.2,         101.3,       5979.6,       1262.3,       4570.0,         147.4
Bardstown Police Dept,KY,12,      11869,          22,           0,           6,           8,           8,         469,         125,         319,          25,         185.4,            .0,          50.6,          67.4,          67.4,       3951.5,       1053.2,       2687.7,         210.6
Barren County Sheriff Office,KY,12,,           4,           0,           1,           0,           3,          79,          36,          36,           7,,,,,,,,,
Berea Police Dept,KY,12,      13798,          16,           0,           1,           4,          11,         444,         149,         267,          28,         116.0,            .0,           7.2,          29.0,          79.7,       3217.9,       1079.9,       1935.1,         202.9
Boone County Sheriff Department,KY,12,,          55,           1,          22,          13,          19,       1399,         359,         952,          88,,,,,,,,,
Bowling Green Police Dept,KY,12,      59043,         189,           4,          36,          75,          74,       3025,         547,       2322,         156,         320.1,           6.8,          61.0,         127.0,         125.3,       5123.4,         926.4,       3932.7,         264.2
Boyd County Sheriff Department,KY,12,,          11,           0,           1,           2,           8,         180,          53,         104,          23,,,,,,,,,
Bullitt County Sheriff Office,KY,12,,          28,           0,           4,           6,          18,         518,         214,         272,          32,,,,,,,,,
Christian County Sheriff Department,KY,12,,          19,           2,           7,           3,           7,         403,         153,         233,          17,,,,,,,,,
Covington Police Dept,KY,12,      40914,         173,           0,          17,         105,          51,       1426,         442,         884,         100,         422.8,            .0,          41.6,         256.6,         124.7,       3485.4,       1080.3,       2160.6,         244.4
Danville Police Dept,KY,12,      16314,          48,           2,           6,          21,          19,         594,         139,         442,          13,         294.2,          12.3,          36.8,         128.7,         116.5,       3641.0,         852.0,       2709.3,          79.7
Daviess County Sheriff Department,KY,12,,          16,           0,           4,           2,          10,         545,         143,         379,          23,,,,,,,,,
Elizabethtown Police Dept,KY,12,      29118,          37,           1,           9,           9,          18,       1083,         133,         911,          39,         127.1,           3.4,          30.9,          30.9,          61.8,       3719.3,         456.8,       3128.6,         133.9
Erlanger Police Dept,KY,12,      22034,          26,           1,           6,          11,           8,         600,          88,         481,          31,         118.0,           4.5,          27.2,          49.9,          36.3,       2723.1,         399.4,       2183.0,         140.7
Florence City Police Dept,KY,12,      30765,          89,           0,          15,          48,          26,       1629,         191,       1369,          69,         289.3,            .0,          48.8,         156.0,          84.5,       5295.0,         620.8,       4449.9,         224.3
Floyd County Sheriff Office,KY,12,,           1,           0,           0,           0,           1,          71,          20,          45,           6,,,,,,,,,
City Of Fort Thomas Police Dept,KY,12,      16478,           2,           0,           1,           1,           0,         196,          43,         145,           8,          12.1,            .0,           6.1,           6.1,            .0,       1189.5,         261.0,         880.0,          48.5
Frankfort Police Dept,KY,12,      25648,         132,           1,          13,          63,          55,       1267,         334,         875,          58,         514.7,           3.9,          50.7,         245.6,         214.4,       4940.0,       1302.2,       3411.6,         226.1
Georgetown Police Dept,KY,12,      29765,         171,           0,          21,          29,         121,       1089,         213,         829,          47,         574.5,            .0,          70.6,          97.4,         406.5,       3658.7,         715.6,       2785.2,         157.9
Glasgow Police Dept,KY,12,      14095,          26,           0,          10,           5,          11,         313,          68,         234,          11,         184.5,            .0,          70.9,          35.5,          78.0,       2220.6,         482.4,       1660.2,          78.0
Graves County Sheriff Department,KY,12,,          24,           4,           4,           3,          13,         275,         134,         115,          26,,,,,,,,,
Hardin County Sheriff'S Department,KY,12,,           6,           0,           2,           2,           2,         121,          44,          72,           5,,,,,,,,,
Henderson Police Dept,KY,12,      28926,          73,           0,          16,          34,          23,         841,         142,         651,          48,         252.4,            .0,          55.3,         117.5,          79.5,       2907.4,         490.9,       2250.6,         165.9
